id,title,description,category,location_name,location_address,current_lat,current_lon,lat,lon,date,time,organizer,attendees,maxAttendees,needs_geocoding
imported-1755246058431-7e7pahv43,Stand-up show: Tund eestlaste kolmnurgas,Location: Stand-up show: Tund eestlaste kolmnurgas,other,Stand-up show: Tund eestlaste kolmnurgas,Stand-up show: Tund eestlaste kolmnurgas,59.436962,24.753574,59.4378,24.7536,2025-08-15,20:00,Local Organizer,48,,True
imported-1755246058431-c8n648ef9,Duo Tundmus Meets the Band Sleepless Nights - albumi esitluskontsert,Location: Duo Tundmus Meets the Band Sleepless Nights - albumi esitluskontsert,music,Duo Tundmus Meets the Band Sleepless Nights - albumi esitluskontsert,Duo Tundmus Meets the Band Sleepless Nights - albumi esitluskontsert,59.436962,24.753574,59.4378,24.7536,2025-08-15,19:00,Local Organizer,70,,True
imported-1755246058431-x0xn0aqoq,Priit Salusoo Art exhibition  City Girl,Location: G-Spot bar (Gin Spot Bar for Ladies),other,G-Spot bar (Gin Spot Bar for Ladies),G-Spot bar (Gin Spot Bar for Ladies),59.436962,24.753574,59.4394635,24.7325395,2025-08-15,19:00,Local Organizer,180,,True
imported-1755246058431-x239r87wu,Kadrioru kunstimuuseum,Location: Fundamentalist 16. august,art,Fundamentalist 16. august,Fundamentalist 16. august,59.436962,24.753574,,,2025-08-16,12:00,Local Organizer,163,,True
imported-1755246058431-y4gs1l0zv,Helirännak Meesliini Väesse,Location: Helirännak Meesliini Väesse,other,Helirännak Meesliini Väesse,Helirännak Meesliini Väesse,59.436962,24.753574,,,2025-08-16,20:00,Local Organizer,143,,True
imported-1755246058431-8dpluh9b4,A. Le Coq Arena,Location: Priit Salusoo Art exhibition  City Girl,other,Priit Salusoo Art exhibition  City Girl,Priit Salusoo Art exhibition  City Girl,59.436962,24.753574,59.4378,24.7536,2025-08-16,12:00,Local Organizer,189,,True
imported-1755246058431-35rd2zv35,Heldeke! Tasting Room and Bottle Shop,Location: Kass Leopoldi suvi / Лето кота Леопольда - Vene Noorsooteater,other,Kass Leopoldi suvi / Лето кота Леопольда - Vene Noorsooteater,Kass Leopoldi suvi / Лето кота Леопольда - Vene Noorsooteater,59.436962,24.753574,,,2025-08-16,12:00,Local Organizer,52,,True
imported-1755246058431-a9g1lv715,Hundipea Kakaoladu,Location: Hundipea Kakaoladu,other,Hundipea Kakaoladu,Hundipea Kakaoladu,59.436962,24.753574,59.4378,24.7536,2025-08-16,12:00,Local Organizer,127,,True
imported-1755246058431-7ou9jpaxm,Kakumäe rand,Location: Kunstiklass 16.08,art,Kunstiklass 16.08,Kunstiklass 16.08,59.436962,24.753574,,,2025-08-16,12:00,Local Organizer,110,,True
imported-1755246058431-j3zg9rcfd,Lennusulps Summer Bar,Location: Premium liiga / FC Flora vs Harju JK Laagri,other,Premium liiga / FC Flora vs Harju JK Laagri,Premium liiga / FC Flora vs Harju JK Laagri,59.436962,24.753574,,,2025-08-16,12:00,Local Organizer,109,,True
imported-1755246058431-413mc7cpu,LovePaint.eu,Location: Женский бранч с Софьей Романенко: коммуникация для карьерного роста,other,Женский бранч с Софьей Романенко: коммуникация для карьерного роста,Женский бранч с Софьей Романенко: коммуникация для карьерного роста,59.436962,24.753574,,,2025-08-16,12:00,Local Organizer,60,,True
imported-1755246058431-5blj7oih9,Mimosa Brooklyn Pizza Tallinn,Location: Mimosa Brooklyn Pizza Tallinn,other,Mimosa Brooklyn Pizza Tallinn,Mimosa Brooklyn Pizza Tallinn,59.436962,24.753574,59.4378,24.7536,2025-08-16,12:00,Local Organizer,75,,True
imported-1755246058431-k3mxwk8uy,Tallinna Piiskoplik Toomkirik,Location: Tallinna Piiskoplik Toomkirik,other,Tallinna Piiskoplik Toomkirik,Tallinna Piiskoplik Toomkirik,59.436962,24.753574,59.4372,24.7453,2025-08-16,12:00,Local Organizer,94,,True
imported-1755246058431-zzl6v4x7m,Tulika põik 4,Location: 2. korrus,other,2. korrus,2. korrus,59.436962,24.753574,,,2025-08-16,12:00,Local Organizer,16,,True
imported-1755246058431-kbl1yd55f,URBAN,Location: Kummituste jaht Tallinna vanalinnas,other,Kummituste jaht Tallinna vanalinnas,Kummituste jaht Tallinna vanalinnas,59.436962,24.753574,59.4372,24.7453,2025-08-16,12:00,Local Organizer,116,,True
imported-1755246058431-uofubzl88,Ukraina Kultuurikeskus,Location: Играй и создавай. Мероприятие для детей (7–11 лет),other,Играй и создавай. Мероприятие для детей (7–11 лет),Играй и создавай. Мероприятие для детей (7–11 лет),59.436962,24.753574,,,2025-08-16,12:00,Local Organizer,205,,True
imported-1755246058431-t6okbdndz,Sound of Sun: Volume IV - Sunset Party (Lennusulps Summer Bar),Location: Lennusulps Summer Bar,other,Lennusulps Summer Bar,Lennusulps Summer Bar,59.436962,24.753574,59.4527907,24.7352791,2025-08-16,19:00,Local Organizer,203,,True
imported-1755246058431-nj2itrz28,Kultuurikeskus Kaja 4. korrus,Location: ruum 3.,other,ruum 3.,ruum 3.,59.436962,24.753574,,,2025-08-16,12:00,Local Organizer,207,,True
imported-1755246058431-6ycx5ef1d,Kunstiklass 16.08,Location: LovePaint.eu,art,LovePaint.eu,LovePaint.eu,59.436962,24.753574,59.4253954,24.7450653,2025-08-16,11:00,Local Organizer,27,,True
imported-1755246058431-ni5681bfv,Töötubade sari Loomad Tallinna parkides,Location: Ukraina Kultuurikeskus,other,Ukraina Kultuurikeskus,Ukraina Kultuurikeskus,59.436962,24.753574,,,2025-08-16,11:00,Local Organizer,201,,True
imported-1755246058431-w2ph3euix,Женский бранч с Софьей Романенко: коммуникация для карьерного роста,Location: Mimosa Brooklyn Pizza Tallinn,other,Mimosa Brooklyn Pizza Tallinn,Mimosa Brooklyn Pizza Tallinn,59.436962,24.753574,59.4378,24.7536,2025-08-16,11:00,Local Organizer,25,,True
imported-1755246058431-f4ow0tacu,Играй и создавай. Мероприятие для детей (7–11 лет),Location: Arya Studio Tallinn,other,Arya Studio Tallinn,Arya Studio Tallinn,59.436962,24.753574,59.4378,24.7536,2025-08-16,11:00,Local Organizer,59,,True
imported-1755246058431-lwzowsrcr,🐋🐠Ookeani-teemaline Avastusmäng🦀🧜‍♀️,Location: Kultuurikeskus Kaja 4. korrus,other,Kultuurikeskus Kaja 4. korrus,Kultuurikeskus Kaja 4. korrus,59.436962,24.753574,59.4039454,24.6663122,2025-08-16,10:30,Local Organizer,82,,True
imported-1755246058431-w4mczeq2h,Orelipooltund,Location: Tallinna Piiskoplik Toomkirik,other,Tallinna Piiskoplik Toomkirik,Tallinna Piiskoplik Toomkirik,59.436962,24.753574,59.4372,24.7453,2025-08-16,12:00,Local Organizer,93,,True
imported-1755246058431-e0x9q08oa,Kanamaja Fest VI,Location: Hundipea Kakaoladu,other,Hundipea Kakaoladu,Hundipea Kakaoladu,59.436962,24.753574,59.4378,24.7536,2025-08-16,14:00,Local Organizer,194,,True
imported-1755246058431-0rh4rrh3h,Tim Tam'ide degusteerimine!,Location: Heldeke! Tasting Room and Bottle Shop,other,Heldeke! Tasting Room and Bottle Shop,Heldeke! Tasting Room and Bottle Shop,59.436962,24.753574,59.4378,24.7536,2025-08-16,12:00,Local Organizer,199,,True
imported-1755246058431-iyj1qlzsb,Põhja konn / Северный дракон / Vene Teater,Location: Vene Teater,other,Vene Teater,Vene Teater,59.436962,24.753574,,,2025-08-16,12:00,Local Organizer,161,,True
imported-1755246058431-b96omxayd,Kanamaja Fest,Location: Hundipea Kakaoladu,other,Hundipea Kakaoladu,Hundipea Kakaoladu,59.436962,24.753574,59.4378,24.7536,2025-08-16,14:00,Local Organizer,205,,True
imported-1755246058431-br5vy49cq,Sõpruse pst 194,Location: Suvi Prostokvashinos / Лето в Простоквашино - Vene Noorsooteater,other,Suvi Prostokvashinos / Лето в Простоквашино - Vene Noorsooteater,Suvi Prostokvashinos / Лето в Простоквашино - Vene Noorsooteater,59.436962,24.753574,,,2025-08-17,12:00,Local Organizer,155,,True
imported-1755246058431-4sk7ckrg9,Kõikjal Nõmmel,Location: Kõikjal Nõmmel,other,Kõikjal Nõmmel,Kõikjal Nõmmel,59.436962,24.753574,59.3959,24.6719,2025-08-17,12:00,Local Organizer,55,,True
imported-1755246058431-b7h5btvyf,ARMEENIA MUUSIKAPÄRLID • 17. augustil kell 18.00,Location: Hopneri maja,music,Hopneri maja,Hopneri maja,59.436962,24.753574,59.437,24.754,2025-08-17,18:00,Local Organizer,39,,True
imported-1755246058431-5a807clga,ARMEENIA MUUSIKAPÄRLID,Location: Hopneri maja,music,Hopneri maja,Hopneri maja,59.436962,24.753574,59.437,24.754,2025-08-17,18:00,Local Organizer,180,,True
imported-1755246058431-behn2k8vo,Heldeke Vinyl Sessions,Location: Heldeke Vinyl Sessions,other,Heldeke Vinyl Sessions,Heldeke Vinyl Sessions,59.436962,24.753574,,,2025-08-17,17:00,Local Organizer,16,,True
imported-1755246058431-6ymxhvjhm,Nõmme hoovimüügipäevad,Location: Kõikjal Nõmmel,other,Kõikjal Nõmmel,Kõikjal Nõmmel,59.436962,24.753574,59.3959,24.6719,2025-08-17,00:00,Local Organizer,62,,True
imported-1755246058431-sxqk8itft,Eesti Tervisemuuseum,Location: Seniooride tasuta üldkehalised treeningud,art,Seniooride tasuta üldkehalised treeningud,Seniooride tasuta üldkehalised treeningud,59.436962,24.753574,59.437,24.754,2025-08-18,12:00,Local Organizer,192,,True
imported-1755246058431-0at2312t1,Rene Paul: Actually Fine?,Location: Rene Paul: Actually Fine?,other,Rene Paul: Actually Fine?,Rene Paul: Actually Fine?,59.436962,24.753574,,,2025-08-18,21:00,Local Organizer,76,,True
imported-1755246058431-knlqf6de1,Sõle 31 Kolde Selveri merepoolne uks,Location: Avatud korvpallitreeningud lastele ja noortele,other,Avatud korvpallitreeningud lastele ja noortele,Avatud korvpallitreeningud lastele ja noortele,59.436962,24.753574,59.437,24.754,2025-08-18,12:00,Local Organizer,195,,True
imported-1755246058431-42labskyn,Mistranslated,Location: Mistranslated,other,Mistranslated,Mistranslated,59.436962,24.753574,,,2025-08-18,19:00,Local Organizer,207,,True
imported-1755246058431-7va913mww,Reiting Koolituskeskus,Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-18,12:00,Local Organizer,153,,True
imported-1755246058431-18snwonvk,DnD Tallinn @Hopneri Maja - 18.8.2025,Location: Hopneri maja,other,Hopneri maja,Hopneri maja,59.436962,24.753574,,,2025-08-18,18:30,Local Organizer,115,,True
imported-1755246058431-ehdwlrliv,Kärumatkad Põhja-Tallinnas,Location: Sõle 31 Kolde Selveri merepoolne uks,other,Sõle 31 Kolde Selveri merepoolne uks,Sõle 31 Kolde Selveri merepoolne uks,59.436962,24.753574,59.453789,24.715767,2025-08-18,17:00,Local Organizer,134,,True
imported-1755246058431-vcavfigum,Veebikoolitus! Täiendav ettevalmistus eesti keele tasemeeksami…,Location: Reiting Koolituskeskus,other,Reiting Koolituskeskus,Reiting Koolituskeskus,59.436962,24.753574,,,2025-08-18,11:00,Local Organizer,129,,True
imported-1755246058431-w3pppmn1x,Kahepäevane linnalaager „Liigu ja söö terviseks” Tervisemuuseumis (7–10…,Location: Eesti Tervisemuuseum,art,Eesti Tervisemuuseum,Eesti Tervisemuuseum,59.436962,24.753574,59.3959,24.6719,2025-08-18,10:00,Local Organizer,198,,True
imported-1755246058431-c06rjz9yj,Kristiine välijõusaali treeningud,Location: Kristiine välijõusaali treeningud,other,Kristiine välijõusaali treeningud,Kristiine välijõusaali treeningud,59.436962,24.753574,59.437,24.754,2025-08-18,18:00,Local Organizer,83,,True
imported-1755246058431-b2oiid3zu,Vertigo 1st Birthday - AUGUSTE (FR) - Club Monument,Location: Club Monument,other,Club Monument,Club Monument,59.436962,24.753574,,,2025-08-19,23:00,Local Organizer,108,,True
imported-1755246058431-1wjlervhj,Club Monument,Location: Kummituste jaht Tallinna vanalinnas,other,Kummituste jaht Tallinna vanalinnas,Kummituste jaht Tallinna vanalinnas,59.436962,24.753574,59.4372,24.7453,2025-08-19,12:00,Local Organizer,150,,True
imported-1755246058431-u7k68g88m,Hobuveski,Location: Suvised kõnnijalgpalli treeningud Pirital,sports,Suvised kõnnijalgpalli treeningud Pirital,Suvised kõnnijalgpalli treeningud Pirital,59.436962,24.753574,59.437,24.754,2025-08-19,12:00,Local Organizer,76,,True
imported-1755246058431-pdh04vbs8,Kaevuri 1,Location: Rene Paul: Actually Fine?,other,Rene Paul: Actually Fine?,Rene Paul: Actually Fine?,59.436962,24.753574,,,2025-08-19,12:00,Local Organizer,34,,True
imported-1755246058431-t93qw3nqm,SUHE Bar & Venue,Location: Polkovniku lesk,other,Polkovniku lesk,Polkovniku lesk,59.436962,24.753574,,,2025-08-19,12:00,Local Organizer,46,,True
imported-1755246058431-x92yijst8,Pirita Majandusgümnaasiumi staadion,Location: Pirita Majandusgümnaasiumi staadion,other,Pirita Majandusgümnaasiumi staadion,Pirita Majandusgümnaasiumi staadion,59.436962,24.753574,59.4378,24.7536,2025-08-19,12:00,Local Organizer,86,,True
imported-1755246058431-j8m1sgbdw,Seebi tn 34 hoov,Location: Lastemuuseum Miiamilla muuseumipilet,art,Lastemuuseum Miiamilla muuseumipilet,Lastemuuseum Miiamilla muuseumipilet,59.436962,24.753574,59.4416,24.7947,2025-08-19,12:00,Local Organizer,96,,True
imported-1755246058431-5y989957a,Teatrikeskus Draakonipesa,Location: Teatrikeskus Draakonipesa,other,Teatrikeskus Draakonipesa,Teatrikeskus Draakonipesa,59.436962,24.753574,59.436962,24.753574,2025-08-19,12:00,Local Organizer,10,,True
imported-1755246058431-j0bkbkb9b,Lindakivi Kultuurikeskus,Location: Võrkpalli avatud treening lastele ja noortele,other,Võrkpalli avatud treening lastele ja noortele,Võrkpalli avatud treening lastele ja noortele,59.436962,24.753574,59.437,24.754,2025-08-19,12:00,Local Organizer,164,,True
imported-1755246058431-ml688ymv9,sorcerer performance 'autolysis,Location: sorcerer performance 'autolysis,other,sorcerer performance 'autolysis,sorcerer performance 'autolysis,59.436962,24.753574,,,2025-08-19,19:30,Local Organizer,90,,True
imported-1755246058431-n0d6bwowd,Polkovniku lesk,Location: Polkovniku lesk,other,Polkovniku lesk,Polkovniku lesk,59.436962,24.753574,,,2025-08-19,19:00,Local Organizer,168,,True
imported-1755246058431-c4nseeoev,Suvised kõnnijalgpalli treeningud Pirital,Location: Pirita Majandusgümnaasiumi staadion,sports,Pirita Majandusgümnaasiumi staadion,Pirita Majandusgümnaasiumi staadion,59.436962,24.753574,59.4378,24.7536,2025-08-19,19:30,Local Organizer,18,,True
imported-1755246058431-id71833y9,Kristiine linnaosa hoovimängud,Location: Seebi tn 34 hoov,other,Seebi tn 34 hoov,Seebi tn 34 hoov,59.436962,24.753574,59.42,24.72,2025-08-19,11:00,Local Organizer,200,,True
imported-1755246058431-96tox5vch,Sõnadeta,Location: muusikaline kogupere lavastus ''Kes ma olen / Who am I / Кто я'',music,muusikaline kogupere lavastus ''Kes ma olen / Who am I / Кто я'',muusikaline kogupere lavastus ''Kes ma olen / Who am I / Кто я'',59.436962,24.753574,59.437,24.754,2025-08-19,11:00,Local Organizer,53,,True
imported-1755246058431-auz55fn3z,Offline Hangout @ SUHE baar,Location: SUHE Bar & Venue,other,SUHE Bar & Venue,SUHE Bar & Venue,59.436962,24.753574,,,2025-08-19,19:00,Local Organizer,83,,True
imported-1755246058431-s51o1q68x,HOOV x Markus Lehtsalu x lemmik poistebänd,Location: HOOV x Markus Lehtsalu x lemmik poistebänd,other,HOOV x Markus Lehtsalu x lemmik poistebänd,HOOV x Markus Lehtsalu x lemmik poistebänd,59.436962,24.753574,,,2025-08-19,18:00,Local Organizer,170,,True
imported-1755246058431-ylrxoc9vm,Kuberneri aed,Location: Guided tour at PoCo (in ENGLISH),other,Guided tour at PoCo (in ENGLISH),Guided tour at PoCo (in ENGLISH),59.436962,24.753574,59.4378,24.7536,2025-08-20,12:00,Local Organizer,167,,True
imported-1755246058431-thf4w8qfl,Eesti meloodiate õhtu: Karmen Telvik Duo,Location: The Peacock Lounge,other,The Peacock Lounge,The Peacock Lounge,59.436962,24.753574,,,2025-08-20,20:30,Local Organizer,178,,True
imported-1755246058431-zy49th99b,20. Augusti väljak,Location: 20. Augusti väljak,other,20. Augusti väljak,20. Augusti väljak,59.436962,24.753574,59.4378,24.7536,2025-08-20,12:00,Local Organizer,109,,True
imported-1755246058431-bsvgcjghf,Ajaloomuuseumi Maarjamäe loss,Location: Perepäev Maarjamäel!,art,Perepäev Maarjamäel!,Perepäev Maarjamäel!,59.436962,24.753574,59.4416,24.7947,2025-08-20,12:00,Local Organizer,87,,True
imported-1755246058431-vdlmgjkhb,ArteFakte,Location: Kogupere Sirmilavastus ''Tiigripoeg Binki'' / ''Tiger Cub Binki''…,other,Kogupere Sirmilavastus ''Tiigripoeg Binki'' / ''Tiger Cub Binki''…,Kogupere Sirmilavastus ''Tiigripoeg Binki'' / ''Tiger Cub Binki''…,59.436962,24.753574,,,2025-08-20,12:00,Local Organizer,113,,True
imported-1755246058431-9z7j2o872,Tallinna vanalinn,Location: Pika Hermanni torni külastus,other,Pika Hermanni torni külastus,Pika Hermanni torni külastus,59.436962,24.753574,,,2025-08-20,12:00,Local Organizer,52,,True
imported-1755246058431-kdcubr71i,The Peacock Lounge,Location: Kummituste jaht Tallinna vanalinnas,other,Kummituste jaht Tallinna vanalinnas,Kummituste jaht Tallinna vanalinnas,59.436962,24.753574,59.4372,24.7453,2025-08-20,12:00,Local Organizer,123,,True
imported-1755246058431-7xk0qcgke,Väike-Õismäe tiigi amfiteater,Location: Pika Hermanni torni külastus,other,Pika Hermanni torni külastus,Pika Hermanni torni külastus,59.436962,24.753574,,,2025-08-20,12:00,Local Organizer,36,,True
imported-1755246058431-vzvb5j41w,TAO Keskus OÜ,Location: Kaitseväe lood w/ Endrik Puntso & Sõbrad @ 𝐒𝐔𝐇𝐄,other,Kaitseväe lood w/ Endrik Puntso & Sõbrad @ 𝐒𝐔𝐇𝐄,Kaitseväe lood w/ Endrik Puntso & Sõbrad @ 𝐒𝐔𝐇𝐄,59.436962,24.753574,,,2025-08-20,12:00,Local Organizer,186,,True
imported-1755246058431-d7rzx4doy,Kaitseväe lood w/ Endrik Puntso & Sõbrad @ 𝐒𝐔𝐇𝐄,Location: SUHE Bar & Venue,other,SUHE Bar & Venue,SUHE Bar & Venue,59.436962,24.753574,,,2025-08-20,19:00,Local Organizer,57,,True
imported-1755246058431-bwiyru7p2,Maarjamäe park,Location: Näitus Modernistlik keskaeg Tallinna raekojas,art,Näitus Modernistlik keskaeg Tallinna raekojas,Näitus Modernistlik keskaeg Tallinna raekojas,59.436962,24.753574,59.4372,24.7453,2025-08-20,12:00,Local Organizer,158,,True
imported-1755246058431-wt8p1205r,Играй и знакомься: «Риторический покер» с Еленой Соломиной,Location: Играй и знакомься: «Риторический покер» с Еленой Соломиной,other,Играй и знакомься: «Риторический покер» с Еленой Соломиной,Играй и знакомься: «Риторический покер» с Еленой Соломиной,59.436962,24.753574,,,2025-08-20,18:00,Local Organizer,209,,True
imported-1755246058431-4rxqtz12h,Guided tour at PoCo (in ENGLISH),Location: PoCo Pop And Contemporary Art Museum,other,PoCo Pop And Contemporary Art Museum,PoCo Pop And Contemporary Art Museum,59.436962,24.753574,59.4378,24.7536,2025-08-20,11:00,Local Organizer,21,,True
imported-1755246058431-yheil3ntw,Lastelaat Maarjamäel: müüjaks registreerumine 2025,Location: Ajaloomuuseumi Maarjamäe loss,art,Ajaloomuuseumi Maarjamäe loss,Ajaloomuuseumi Maarjamäe loss,59.436962,24.753574,59.4416,24.7947,2025-08-20,11:00,Local Organizer,80,,True
imported-1755246058431-m0c3tje30,FBR | Hingamisrännak 20.08 (TAO),Location: TAO Keskus OÜ,other,TAO Keskus OÜ,TAO Keskus OÜ,59.436962,24.753574,59.437,24.754,2025-08-20,19:00,Local Organizer,191,,True
imported-1755246058431-6047iofxm,Taasiseseisvumispäeva kontsert: Anett & Valter Soosalu koos Tallinna…,Location: 20. Augusti väljak,music,20. Augusti väljak,20. Augusti väljak,59.436962,24.753574,59.4378,24.7536,2025-08-20,14:00,Local Organizer,118,,True
imported-1755246058431-wrigg8bza,A Devil in my Shoe: Sasha Paris-Carter,Location: A Devil in my Shoe: Sasha Paris-Carter,other,A Devil in my Shoe: Sasha Paris-Carter,A Devil in my Shoe: Sasha Paris-Carter,59.436962,24.753574,59.4378,24.7536,2025-08-20,17:00,Local Organizer,170,,True
imported-1755246058431-0knwxz6zf,Kogupere Sirmilavastus ''Tiigripoeg Binki'' / ''Tiger Cub Binki''…,Location: Teatrikeskus Draakonipesa,other,Teatrikeskus Draakonipesa,Teatrikeskus Draakonipesa,59.436962,24.753574,59.436962,24.753574,2025-08-20,18:00,Local Organizer,196,,True
imported-1755246058431-h0q5cad51,Komeediklubi esitleb: Olga Koch Comes From Money,Location: Komeediklubi esitleb: Olga Koch Comes From Money,other,Komeediklubi esitleb: Olga Koch Comes From Money,Komeediklubi esitleb: Olga Koch Comes From Money,59.436962,24.753574,,,2025-08-21,20:00,Local Organizer,206,,True
imported-1755246058431-l1ej4tjlu,DR GLAS,Location: DR GLAS,other,DR GLAS,DR GLAS,59.436962,24.753574,,,2025-08-21,21:00,Local Organizer,33,,True
imported-1755246058431-nwsg911n0,THE OTHERSIDE,Location: THE OTHERSIDE,other,THE OTHERSIDE,THE OTHERSIDE,59.436962,24.753574,,,2025-08-21,23:00,Local Organizer,131,,True
imported-1755246058431-4dii565ta,Teletorni kohvik-resto,Location: Jalgpalli avatud treening lastele ja noortele,sports,Jalgpalli avatud treening lastele ja noortele,Jalgpalli avatud treening lastele ja noortele,59.436962,24.753574,59.437,24.754,2025-08-21,12:00,Local Organizer,46,,True
imported-1755246058431-r4435ncmm,Sõltumatu Tantsu Lava (STL),Location: Kepikõnni treeningud Stroomi rannapargis,other,Kepikõnni treeningud Stroomi rannapargis,Kepikõnni treeningud Stroomi rannapargis,59.436962,24.753574,59.4289,24.6719,2025-08-21,12:00,Local Organizer,38,,True
imported-1755246058431-gecql9v8d,Uus Laine,Location: SAAL Biennaal 2025 | Xenia Koghilaki Slamming,other,SAAL Biennaal 2025 | Xenia Koghilaki Slamming,SAAL Biennaal 2025 | Xenia Koghilaki Slamming,59.436962,24.753574,,,2025-08-21,12:00,Local Organizer,67,,True
imported-1755246058431-z523o2ozh,Kadrioru pargi infopunkt-muuseumi ees,Location: Pildi sisse minek. Kuraatorituur Anne Ruussaarega näitusel Igavene suvi,art,Pildi sisse minek. Kuraatorituur Anne Ruussaarega näitusel Igavene suvi,Pildi sisse minek. Kuraatorituur Anne Ruussaarega näitusel Igavene suvi,59.436962,24.753574,,,2025-08-21,12:00,Local Organizer,174,,True
imported-1755246058431-r86q0ytkz,Passport Expired: Confessions of an Immigrant,Location: Passport Expired: Confessions of an Immigrant,other,Passport Expired: Confessions of an Immigrant,Passport Expired: Confessions of an Immigrant,59.436962,24.753574,,,2025-08-21,19:00,Local Organizer,33,,True
imported-1755246058431-b1oa16qtb,Töötuba/audition: Júlia Vavra,Location: Sõltumatu Tantsu Lava (STL),other,Sõltumatu Tantsu Lava (STL),Sõltumatu Tantsu Lava (STL),59.436962,24.753574,,,2025-08-21,10:00,Local Organizer,42,,True
imported-1755246058431-laxpv0bm9,Ekskursioon Kadrioru pargis giid Elle Pendiga,Location: Kadrioru pargi infopunkt-muuseumi ees,art,Kadrioru pargi infopunkt-muuseumi ees,Kadrioru pargi infopunkt-muuseumi ees,59.436962,24.753574,59.4416,24.7947,2025-08-21,17:00,Local Organizer,98,,True
imported-1755246058431-9il4otsny,Pildi sisse minek. Kuraatorituur Anne Ruussaarega näitusel Igavene suvi,Location: Ajaloomuuseumi Maarjamäe loss,art,Ajaloomuuseumi Maarjamäe loss,Ajaloomuuseumi Maarjamäe loss,59.436962,24.753574,59.4416,24.7947,2025-08-21,17:30,Local Organizer,129,,True
imported-1755246058431-83si2vmmw,Eesti Vabariigi taasiseseisvumispäeva kohtumisõhtu,Location: Teletorni kohvik-resto,other,Teletorni kohvik-resto,Teletorni kohvik-resto,59.436962,24.753574,,,2025-08-21,18:00,Local Organizer,178,,True
imported-1755246058431-nvwsu0hcg,Heldeke! Burlesque - August @TallinnFringe,Location: Heldeke! Burlesque - August @TallinnFringe,other,Heldeke! Burlesque - August @TallinnFringe,Heldeke! Burlesque - August @TallinnFringe,59.436962,24.753574,59.4378,24.7536,2025-08-21,19:00,Local Organizer,45,,True
imported-1755246058431-w0qmi58b0,Jarek Kasari kontsert Veetorni Aias,Location: Veetorni Aed,music,Veetorni Aed,Veetorni Aed,59.436962,24.753574,59.437,24.754,2025-08-22,20:00,Local Organizer,78,,True
imported-1755246058431-7nb88sgvw,Avang Coaching Keskus,Location: Näitus Modernistlik keskaeg Tallinna raekojas,art,Näitus Modernistlik keskaeg Tallinna raekojas,Näitus Modernistlik keskaeg Tallinna raekojas,59.436962,24.753574,59.4372,24.7453,2025-08-22,12:00,Local Organizer,42,,True
imported-1755246058431-jlfr15dan,MDSHMARIQ (MODULSHTEIN feat. MariQ),Location: Club Prive,other,Club Prive,Club Prive,59.436962,24.753574,,,2025-08-22,20:00,Local Organizer,88,,True
imported-1755246058431-qneymr8pb,Tribute to Whitney Houston: Maja Mannila Trio (FIN),Location: Tribute to Whitney Houston: Maja Mannila Trio (FIN),other,Tribute to Whitney Houston: Maja Mannila Trio (FIN),Tribute to Whitney Houston: Maja Mannila Trio (FIN),59.436962,24.753574,,,2025-08-22,21:30,Local Organizer,27,,True
imported-1755246058431-m4z3p5gdp,Late Night Cabaret | Tallinn Fringe Festival,Location: Late Night Cabaret | Tallinn Fringe Festival,other,Late Night Cabaret | Tallinn Fringe Festival,Late Night Cabaret | Tallinn Fringe Festival,59.436962,24.753574,59.4378,24.7536,2025-08-22,23:00,Local Organizer,209,,True
imported-1755246058431-o63res4b2,Stroomi rand,Location: SAAL Biennaal 2025 | Xenia Koghilaki Slamming,other,SAAL Biennaal 2025 | Xenia Koghilaki Slamming,SAAL Biennaal 2025 | Xenia Koghilaki Slamming,59.436962,24.753574,,,2025-08-22,12:00,Local Organizer,153,,True
imported-1755246058431-nrb17p8my,Niguliste muuseum,Location: Raamatu vägi. ETV tütarlastekoor,art,Raamatu vägi. ETV tütarlastekoor,Raamatu vägi. ETV tütarlastekoor,59.436962,24.753574,,,2025-08-22,12:00,Local Organizer,196,,True
imported-1755246058431-g2h3k501f,Rocca al Mare keskus,Location: Alan Walker & Steve Aoki,other,Alan Walker & Steve Aoki,Alan Walker & Steve Aoki,59.436962,24.753574,,,2025-08-22,12:00,Local Organizer,191,,True
imported-1755246058431-te1wi47jl,TantsuRUUM,Location: J. Strauss - Ilusal sinisel Doonaul - Euroopa balletisolistidega…,other,J. Strauss - Ilusal sinisel Doonaul - Euroopa balletisolistidega…,J. Strauss - Ilusal sinisel Doonaul - Euroopa balletisolistidega…,59.436962,24.753574,,,2025-08-22,12:00,Local Organizer,104,,True
imported-1755246058431-mvu9fiur8,Techno club HALL,Location: Priit Salusoo Art exhibition  City Girl,other,Priit Salusoo Art exhibition  City Girl,Priit Salusoo Art exhibition  City Girl,59.436962,24.753574,59.4378,24.7536,2025-08-22,12:00,Local Organizer,129,,True
imported-1755246058431-rjmw8ooi5,Дурдом с Оксаной Яаксон,Location: Heldeke! Burlesque - August @TallinnFringe,other,Heldeke! Burlesque - August @TallinnFringe,Heldeke! Burlesque - August @TallinnFringe,59.436962,24.753574,59.4378,24.7536,2025-08-22,12:00,Local Organizer,199,,True
